-0.028956	-0.037263	0.007082	0.026966	0.006502	-0.026409	-0.004955	-0.037041	-0.019847	0.001694	-0.020004	-0.010868	-0.012717	0.003541
-0.040533	-0.053092	-0.048828	-0.063112	-0.063545	-0.040917	-0.007037	-0.040920	-0.074049	-0.007671	-0.078247	-0.043321	-0.032711	-0.084020
-0.029196	-0.037173	-0.025093	-0.030707	-0.027303	-0.064696	-0.022315	-0.024248	-0.041434	-0.001707	-0.041172	-0.047170	-0.038740	-0.006073
0.017548	0.002544	0.009190	-0.053810	-0.005694	-0.035779	-0.033967	-0.047688	-0.082523	-0.015548	-0.063724	-0.055572	-0.055163	-0.051181
0.024860	0.003439	0.008341	0.027633	-0.003217	-0.017073	-0.047815	-0.031515	0.028904	0.012957	-0.083992	0.009463	0.052716	-0.010435
0.006417	0.014229	0.025400	0.008336	0.034297	0.034877	-0.001634	0.033492	0.026245	0.021260	0.088516	0.038162	0.032993	0.023076
0.014522	-0.026155	-0.000236	-0.020278	-0.003482	-0.066155	0.003156	0.020862	-0.045421	0.015878	-0.066934	-0.010756	-0.046964	-0.020303
0.067689	0.068606	0.000707	0.047169	-0.002794	0.079172	0.043279	0.031124	0.094168	0.028593	0.085324	0.044890	0.071947	0.065781
0.034343	0.026808	0.005408	0.019177	0.023506	0.011132	0.015695	0.015514	0.003519	0.014380	0.030273	0.005156	-0.010974	0.012690
-0.019384	-0.034298	-0.001799	0.014492	0.010873	0.045681	-0.005239	-0.002465	-0.003519	0.021985	0.006616	-0.012897	-0.022477	0.035670
0.038182	0.004792	0.012064	-0.017486	0.002363	0.053759	0.029429	-0.009927	-0.007075	-0.000796	0.040740	0.033260	-0.012140	0.011281
0.021720	0.010800	-0.007844	0.018352	-0.017001	-0.001117	0.014396	0.003734	-0.000889	-0.002835	-0.001247	0.016014	0.013335	0.017931
0.024365	-0.004546	0.003969	0.029354	0.039669	-0.012337	0.011369	-0.012500	-0.026091	-0.006497	0.007428	-0.004972	-0.009341	0.031574
0.022937	-0.028792	0.014419	0.007039	0.010818	-0.007935	-0.032991	-0.030654	0.019854	-0.014254	-0.037162	-0.003469	-0.015553	-0.024843
0.090485	-0.009423	-0.004911	0.000000	0.009411	-0.018366	-0.034951	-0.032293	-0.036395	-0.009556	0.063385	0.020970	0.041921	-0.006286
-0.036626	-0.036037	-0.007645	-0.138218	-0.013659	-0.078810	-0.036217	-0.067177	-0.077034	-0.019484	-0.036183	-0.031023	-0.069022	-0.008384
-0.101627	-0.063938	-0.049859	-0.061080	-0.079361	-0.202176	-0.090261	-0.191243	-0.218403	-0.041698	-0.133183	-0.056992	-0.031119	-0.106207
0.073387	0.028763	0.071806	-0.045666	0.025203	0.104805	-0.000829	0.062205	0.080139	0.032660	0.011557	0.021078	0.044642	0.023623
-0.046366	-0.072471	-0.044979	-0.066375	-0.070484	-0.028028	-0.017327	0.004066	0.005727	-0.009976	-0.085512	-0.044742	-0.038796	-0.067604
0.058350	0.028362	-0.001276	-0.020966	-0.039519	-0.024610	0.049502	0.002432	0.021455	0.018175	0.012759	0.046161	0.001883	0.002806
-0.003588	0.026598	0.000160	-0.144804	-0.000388	-0.093569	0.002406	-0.048952	-0.074656	0.000840	0.001359	-0.035911	0.019222	-0.002806
-0.009618	-0.020705	0.024988	-0.089755	-0.005054	0.114931	0.025424	0.041637	0.088534	0.021083	0.047650	0.004400	0.028299	0.024266
0.077980	0.023329	0.013148	-0.067270	0.029945	0.103589	0.061969	0.090792	0.095209	0.022970	0.071521	0.036286	0.010730	0.058399
-0.027259	-0.056249	-0.023556	-0.161630	-0.074981	-0.002059	-0.078506	-0.061849	-0.027519	-0.030439	-0.047777	-0.035737	-0.023990	0.004207
-0.076979	-0.079516	-0.042259	0.082715	-0.052732	-0.061203	-0.029118	-0.035489	-0.082727	-0.009984	-0.038513	-0.042389	-0.061386	-0.035350
0.050074	0.068475	0.048845	0.148537	0.042076	0.117899	0.048106	0.090223	0.113373	0.028936	0.103337	0.050854	0.044621	0.062646
-0.038158	-0.017000	0.000547	0.085787	0.025225	-0.025694	-0.014687	-0.033566	-0.004172	0.007284	0.013810	-0.002632	-0.002484	-0.017988
0.039390	0.064149	0.002730	-0.006490	0.036296	0.020808	0.004395	0.016161	0.004172	0.015250	0.028331	0.051543	-0.010763	0.048439
-0.010402	-0.010688	0.000156	0.042752	0.000000	0.052519	-0.008696	0.052056	0.055651	0.009005	-0.019093	0.012524	-0.037266	-0.000360
0.010979	0.031208	0.018403	0.071710	-0.010125	-0.036717	0.007796	0.028574	-0.010884	-0.004207	-0.015306	-0.010368	0.102670	0.026056
-0.043173	-0.028119	-0.017597	-0.059824	-0.046054	-0.046162	-0.027962	-0.063975	-0.061557	0.007873	-0.016598	-0.008737	-0.019939	-0.043048
0.002165	-0.051320	-0.002898	-0.067196	-0.001671	-0.021449	-0.033423	-0.039040	-0.054368	-0.022247	-0.021179	-0.024897	-0.025140	0.018972
-0.032654	-0.006928	-0.021965	-0.023347	-0.012459	-0.035203	-0.009137	-0.035760	0.008902	0.009223	0.002296	0.025418	0.008945	0.006811
0.068573	0.024691	0.022592	0.051251	0.014932	0.048534	0.045218	0.052788	0.058083	0.016981	0.056324	0.072674	0.048639	0.034324
0.017772	0.012341	0.003208	0.020886	-0.018281	0.006607	0.013985	0.006884	0.017608	0.000000	0.041660	0.000807	0.031623	0.008764
0.044404	0.029000	0.017043	-0.004984	0.055853	-0.027190	-0.050066	-0.004584	-0.013436	-0.028657	0.005992	0.015771	-0.000597	0.005375
0.059733	0.073039	0.029665	0.011243	-0.017600	-0.016783	0.037811	0.050757	0.015482	0.005655	0.033502	0.007281	0.024198	0.026117
-0.034100	-0.003172	0.011344	0.086860	-0.016274	-0.031151	-0.014158	-0.017621	-0.029107	-0.003202	-0.013361	-0.002289	-0.017940	0.004053
0.040068	0.020208	0.023390	-0.000715	0.007763	0.022653	0.003500	0.023426	0.029107	-0.004062	0.047831	0.020960	0.048810	0.055713
0.067929	0.114557	0.015791	-0.031502	0.038720	-0.009642	0.013305	0.017929	0.033253	0.007930	0.015032	0.013911	0.027954	0.032117
-0.023369	0.018255	-0.009903	-0.002959	-0.006284	0.025516	0.024409	0.045162	0.053078	0.027789	0.085001	-0.001451	-0.010512	0.018653
-0.021334	0.001908	0.027749	0.007380	0.049578	-0.016936	0.005927	0.011483	-0.051097	0.032985	-0.067442	-0.003676	-0.023591	0.015100
0.052268	0.018373	0.022856	0.070723	0.006727	-0.048123	-0.036446	-0.017616	-0.044496	0.005580	0.014295	-0.003150	0.039682	0.055939
-0.029115	-0.035482	-0.017448	-0.018438	-0.021838	-0.028988	-0.019736	0.012903	-0.033652	-0.007336	0.023558	-0.011377	-0.031882	-0.013922
